row,cluster
2374,2
2375,8
2376,7
2377,8
2378,10
2379,4
2380,1
2381,10
2382,2
2383,9
2384,5
2385,7
2386,10
2387,5
2388,1
2389,10
2390,5
2391,9
2392,4
2393,8
2394,0
2395,6
2396,10
2397,6
2398,4
2399,1
2400,0
2401,4
2402,11
2403,7
2404,2
2405,5
2406,5
2407,5
2408,0
2409,7
2410,4
2411,4
2412,4
2413,1
2414,6
2415,1
2416,0
2417,0
2418,4
2419,5
2420,8
2421,10
2422,5
2423,6
2424,4
2425,9
2426,10
2427,0
2428,5
2429,11
2430,10
2431,5
2432,11
2433,7
2434,2
2435,9
2436,5
2437,8
2438,5
2439,4
2440,5
2441,9
2442,10
2443,7
2444,8
2445,2
2446,8
2447,6
2448,1
2449,9
2450,6
2451,0
2452,6
2453,8
2454,9
2455,1
2456,7
2457,7
2458,7
2459,4
2460,5
2461,10
2462,0
2463,4
2464,10
2465,7
2466,9
2467,4
2468,11
2469,6
2470,10
2471,6
2472,5
2473,1
2474,1
2475,3
2476,11
2477,0
2478,0
2479,10
2480,1
2481,6
2482,7
2483,2
2484,7
2485,2
2486,0
2487,3
2488,4
2489,0
2490,0
2491,0
2492,10
2493,6
2494,2
2495,9
2496,4
2497,11
2498,6
2499,6
2500,1
2501,4
2502,7
2503,5
2504,11
2505,8
2506,6
2507,2
2508,9
2509,5
2510,7
2511,2
2512,7
2513,0
2514,6
2515,0
2516,0
2517,6
2518,0
2519,5
2520,7
2521,2
2522,6
2523,6
2524,10
2525,0
2526,7
2527,6
2528,7
2529,5
2530,4
2531,9
2532,3
2533,2
2534,4
2535,8
2536,7
2537,1
2538,0
2539,6
2540,0
2541,4
2542,6
2543,9
2544,4
2545,10
2546,6
2547,9
2548,10
2549,5
2550,2
2551,7
2552,4
2553,11
2554,5
2555,9
2556,6
2557,6
2558,2
2559,11
2560,5
2561,5
2562,4
2563,1
2564,4
2565,10
2566,8
2567,2
2568,8
2569,2
2570,1
2571,1
2572,9
2573,7
2574,2
2575,3
2576,11
2577,3
2578,11
2579,4
2580,8
2581,4
2582,8
2583,2
2584,8
2585,8
2586,7
2587,0
2588,1
2589,5
2590,8
2591,0
2592,4
2593,2
2594,7
2595,1
2596,5
2597,5
2598,8
2599,7
2600,6
2601,6
2602,10
2603,2
2604,11
2605,7
2606,9
2607,7
2608,5
2609,1
2610,8
2611,2
2612,9
2613,7
2614,5
2615,8
2616,6
2617,2
2618,5
2619,8
2620,5
2621,3
2622,2
2623,4
2624,2
2625,8
2626,3
2627,0
2628,7
2629,7
2630,3
2631,9
2632,6
2633,8
2634,9
2635,2
2636,5
2637,5
2638,9
2639,3
2640,6
2641,11
2642,6
2643,2
2644,0
2645,10
2646,0
2647,4
2648,7
2649,7
2650,4
2651,2
2652,3
2653,7
2654,7
2655,11
2656,0
2657,5
2658,10
2659,2
2660,11
2661,8
2662,8
2663,6
2664,10
2665,0
2666,7
2667,6
2668,6
2669,7
2670,6
2671,4
2672,9
2673,11
2674,6
2675,1
2676,4
2677,6
2678,7
2679,1
2680,1
2681,11
2682,11
2683,3
2684,0
2685,2
2686,2
2687,7
2688,6
2689,7
2690,11
2691,9
2692,6
2693,6
2694,1
2695,3
2696,0
2697,3
2698,4
2699,5
2700,1
2701,10
2702,9
2703,11
2704,5
2705,2
2706,11
2707,7
2708,11
2709,1
2710,5
2711,9
2712,10
2713,1
2714,7
2715,1
2716,6
2717,6
2718,1
2719,11
2720,4
2721,5
2722,4
2723,4
2724,7
2725,6
2726,4
2727,5
2728,6
2729,11
2730,0
2731,2
2732,11
2733,9
2734,11
2735,2
2736,7
2737,6
2738,8
2739,8
2740,10
2741,3
2742,0
2743,7
2744,11
2745,9
2746,7
2747,2
2748,11
2749,0
2750,10
2751,8
2752,3
2753,9
2754,0
2755,10
2756,8
2757,4
2758,8
2759,7
2760,8
2761,6
2762,11
2763,5
2764,5
2765,8
2766,1
2767,7
2768,4
2769,8
2770,5
2771,8
2772,8
2773,7
2774,5
2775,11
2776,2
2777,7
2778,7
2779,10
2780,11
2781,9
2782,6
2783,0
2784,9
2785,10
2786,5
2787,11
2788,11
2789,1
2790,9
2791,6
